año,app_name,id
2015,Counter-Strike: Global Offensive,730
2014,PlanetSide 2,218230
2015,Chronicle: RuneScape Legends,205890
2014,Geometry Wars: Retro Evolved,8400
2015,My Name is Mayo,434260
2013,Empire: Total War™,10500
2015,Counter-Strike: Global Offensive,730
2014,Fistful of Frags,265630
2014,Team Fortress 2,440
2013,Far Cry 3,220240
2014,The Binding of Isaac,113200
2014,Far Cry 3,220240
2013,Team Fortress 2,440
2013,Alien Swarm,630
2014,Don't Starve Together,322330
2015,Middle-earth™: Shadow of Mordor™,241930
2014,Killing Floor,1250
2014,Realm of the Mad God,200210
2014,BattleBlock Theater®,238460
2013,Counter-Strike: Global Offensive,730
2013,Terraria,105600
2013,Team Fortress 2,440
2015,Counter-Strike: Global Offensive,730
2015,Robocraft,301520
2015,Hero of the Kingdom II,346560
2015,Wild Season,328220
2015,Counter-Strike: Global Offensive,730
2014,Rust,252490
2013,Tomb Raider,203160
2013,RIFT,39120
2014,Counter-Strike: Global Offensive,730
2013,Terraria,105600
2015,The Forest,242760
2015,SPINTIRES™,263280
2015,Rust,252490
2015,SMITE®,386360
2015,Fractured Space,310380
2014,Unturned,304930
2015,Clicker Heroes,363970
2012,Half-Life 2,220
2015,Garry's Mod,4000
2012,Mount & Blade: Warband,48700
2015,Total War: WARHAMMER,364360
2015,Garry's Mod,4000
2015,Chivalry: Medieval Warfare,219640
2015,Unturned,304930
2015,Fistful of Frags,265630
2015,Fable Anniversary,288470
2015,TERA,323370
2015,Blacklight: Retribution,209870
2015,Spec Ops: The Line,50300
2015,Dirty Bomb®,333930
2015,Team Fortress 2,440
2015,Infinifactory,300570
2013,Toki Tori 2+,201420
2012,Far Cry 3,220240
2013,Pinball Arcade,238260
2015,Gotham City Impostors Free to Play,206210
2014,Team Fortress 2,440
2014,"Star Wars: Battlefront 2 (Classic, 2005)",6060
2014,Garry's Mod,4000
2015,Total War: WARHAMMER,364360
2015,Risk of Rain,248820
2014,DayZ,221100
2014,Call of Duty®: Black Ops II,202970
2014,Garry's Mod,4000
2015,Reign Of Kings,344760
2015,Stranded Deep,313120
2015,DARK SOULS™ III,374320
2014,Insurgency,222880
2015,Rocket League®,252950
2015,Middle-earth: Shadow of Mordor - The Bright Lord,318420
2015,Just Cause™ 3,225540
2015,Garry's Mod,4000
2014,Team Fortress 2,440
2015,Transistor,237930
2014,Crawl,293780
2014,Red Faction,20530
2014,Loadout,208090
2013,FINAL FANTASY VIII,39150
2013,Half-Life,70
2012,Unreal Tournament 3 Black,13210
2012,Penumbra: Black Plague Gold Edition,22120
2015,REDCON,449710
2014,Max Payne 3,204100
2015,Lambda Wars Beta,270370
2012,Arma 2: Operation Arrowhead,33930
2015,Dead Realm,352460
2015,Grand Theft Auto V,271590
2015,Dirty Bomb®,333930
2015,Besiege,346010
2014,Counter-Strike: Global Offensive,730
2015,BattleBlock Theater®,238460
2014,The Impossible Game,251630
2014,Garry's Mod,4000
2015,ARK: Survival Evolved,346110
2014,Garry's Mod,4000
2013,MX vs. ATV Reflex,55140
2015,Counter-Strike: Global Offensive,730
2015,Squishy the Suicidal Pig,318430
2015,Rust,252490
2014,Warframe,230410
2015,DRAGON BALL XENOVERSE,323470
2014,Alien Swarm,630
2012,Aliens vs. Predator™,10680
2015,Sid Meier's Civilization® V,8930
2015,Reigns,474750
2014,No More Room in Hell,224260
2013,Killing Floor,1250
2013,Dwarfs - F2P,213650
2015,IMSCARED,429720
2014,Receiver,234190
2014,Corporate Lifestyle Simulator,261880
2014,Turbo Dismount™,263760
2014,Final Exam,233190
2014,Thomas Was Alone,220780
2015,Counter-Strike: Global Offensive,730
2015,Unturned,304930
2014,Team Fortress 2,440
2014,Angry Video Game Nerd Adventures,237740
2015,Commandos 2: Men of Courage,6830
2015,Clicker Heroes,363970
2014,Counter-Strike: Global Offensive,730
2013,Team Fortress 2,440
2013,Company of Heroes - Legacy Edition,4560
2013,INSURGENCY: Modern Infantry Combat,17700
2015,Time Clickers,385770
2015,Firewatch,383870
2015,Mount & Blade,22100
2015,Sid Meier's Civilization® V,8930
2015,Counter-Strike: Global Offensive,730
2015,Magic Duels,316010
2015,Realm of the Mad God,200210
2015,Call of Duty: World at War,10090
2015,Brawlhalla,291550
2014,Altitude,41300
2014,Magicite,268750
2014,Unturned,304930
2015,Garry's Mod,4000
2015,Team Fortress 2,440
2014,Brawlhalla,291550
2014,FEZ,224760
2014,Chivalry: Medieval Warfare,219640
2015,"Warhammer 40,000: Regicide",322910
2015,"Star Wars: Battlefront 2 (Classic, 2005)",6060
2015,Natural Selection 2,4920
2015,Dirty Bomb®,333930
2014,Garry's Mod,4000
2015,Slime Rancher,433340
2014,Depth,274940
2013,Borderlands,8980
2014,Counter-Strike: Global Offensive,730
2015,Reign Of Kings,344760
2013,Team Fortress 2,440
2015,Plague Inc: Evolved,246620
2015,MANDAGON,461560
2014,Loadout,208090
2015,Planet Explorers,237870
2013,Ace of Spades: Battle Builder,224540
2014,Toribash,248570
2014,Grand Theft Auto: San Andreas,12120
2015,DayZ,221100
2013,Source Filmmaker,1840
2014,Rust,252490
2014,Universe Sandbox,72200
2015,Rust,252490
2015,Warframe,230410
2015,"Papers, Please",239030
2014,Realm of the Mad God,200210
2014,Portal 2,620
2014,Starbound,211820
2014,Starbound,211820
2014,BioShock Infinite,8870
2015,Cities: Skylines,255710
2014,Kerbal Space Program,220200
2015,Team Fortress 2,440
2015,RollerCoaster Tycoon® 3: Platinum,2700
2014,Nidhogg,94400
2015,Magicka,42910
2015,Deus Ex: Human Revolution - Director's Cut,238010
2014,Middle-earth™: Shadow of Mordor™,241930
2015,PAYDAY 2: Sokol Character Pack,374301
2015,PAYDAY 2: The Alesso Heist,366660
2015,SpeedRunners,207140
2013,Just Cause 2: Multiplayer Mod,259080
2015,Rocket League® - Back to the Future™ Car Pack,405170
2015,RWBY: Grimm Eclipse,418340
2015,Of Guards And Thieves,302590
2013,"Sir, You Are Being Hunted",242880
2015,Battleborn,394230
2013,Bastion,107100
2013,Fallout: New Vegas,22380
2015,Team Fortress 2,440
2015,Guns of Icarus Online,209080
2013,Beat Hazard,49600
2014,Neverwinter,109600
2015,The Beginner's Guide,303210
2014,Team Fortress 2,440
2014,Surgeon Simulator,233720
2015,Game of Thrones - A Telltale Games Series,330840
2015,Silent Hill Homecoming,19000
2014,Assassin’s Creed® IV Black Flag™,242050
2014,PAYDAY 2: Hotline Miami,323500
2014,Saints Row IV,206420
2014,Garry's Mod,4000
2014,Shadowrun Chronicles - Boston Lockdown,267750
2014,Fading Hearts,259720
2014,Spirited Heart Deluxe,293920
2014,Freedom Planet,248310
2014,Borderlands 2,49520
2013,Contagion,238430
2013,Far Cry 3,220240
2014,Fallout: New Vegas,22380
2015,Wolfenstein: The New Order,201810
2013,Counter-Strike: Global Offensive,730
2013,Aliens vs. Predator™,10680
2013,Chivalry: Medieval Warfare,219640
2015,Undertale,391540
2015,Bit Blaster XL,433950
2015,Dying Light,239140
2015,Besiege,346010
2015,Terraria,105600
2014,Garry's Mod,4000
2014,Portal,400
2015,Odysseus: Long Way Home,348960
2014,Kerbal Space Program,220200
2014,Unturned,304930
2012,Team Fortress 2,440
2014,Garry's Mod,4000
2015,Synergy,17520
2015,PlanetSide 2,218230
2014,Natural Selection 2,4920
2015,Mortal Online,287920
2015,TERA,323370
2015,NECROPOLIS: BRUTAL EDITION,384490
2015,Stardew Valley,413150
2014,Mount & Blade: Warband,48700
2015,Supreme Ruler 1936,244410
2015,SpeedRunners,207140
2015,Command & Conquer: Red Alert 3,17480
2015,Five Nights at Freddy's,319510
2014,Terraria,105600
2014,Age of Empires® III: Complete Collection,105450
2015,Arma 3,107410
2014,Brutal Legend,225260
2015,Spelunky,239350
2015,Insurgency,222880
2014,Garry's Mod,4000
2010,Team Fortress 2,440
2015,Warframe,230410
2014,Dragons and Titans,263500
2015,Red Faction Guerrilla Steam Edition,20500
2015,Blackguards,249650
2014,Team Fortress 2,440
2013,Terraria,105600
2015,Counter-Strike: Global Offensive,730
2014,XCOM: Enemy Unknown,200510
2014,Eufloria HD,221180
2015,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,35450
2014,BLOCKADE 3D,302830
2014,The Forest,242760
2014,Super Meat Boy,40800
2014,The Binding of Isaac,113200
2015,Mitos.is: The Game,389570
2014,Team Fortress 2,440
2014,Rust,252490
2014,BioShock Infinite,8870
2014,Tomb Raider,203160
2015,DayZ,221100
2013,Team Fortress 2,440
2015,Brawlhalla,291550
2015,Unturned,304930
2015,Stranded Deep,313120
2014,Kerbal Space Program,220200
2015,Gang Beasts,285900
2015,Source Filmmaker,1840
2015,Gunpoint,206190
2015,From the Depths,268650
2014,Unturned,304930
2011,Bastion,107100
2011,Half-Life 2: Episode Two,420
2015,Big Fish Legend,376560
2012,Half-Life 2,220
2014,Warframe,230410
2015,Garry's Mod,4000
2014,Dust: An Elysian Tail,236090
2015,Robocraft,301520
2015,Terraria,105600
2015,Tribes: Ascend,17080
2015,PlanetSide 2,218230
2015,Team Fortress 2,440
2015,Counter-Strike: Global Offensive,730
2015,Borderlands 2,49520
2015,Hitman: Blood Money,6860
2015,Counter-Strike: Global Offensive,730
2015,Castle Crashers®,204360
